title,url,date_posted,snippet,full_text,image_urls,url_source
Contrasting Loyalties: The Inconsistency in Reactions to National Security and Law Enforcement Actions,https://wpstransparency.ph/contrasting-loyalties-the-inconsistency-in-reactions-to-national-security-and-law-enforcement-actions/,"June 12, 2024",They never had any comments when the Armed Forces of the Philippines and the Philippine Coast Guard were subjected to inhumane and barbaric harassment while carrying out a medical evacuation ...,"They never had any comments when the Armed Forces of the Philippines and the Philippine Coast Guard were subjected to inhumane and barbaric harassment while carrying out a medical evacuation in Ayungin Shoal.

However, when the mansion of the fugitive Pastor Quiboloy was surrounded by the Philippine National Police, they had lengthy statements and even criticized the police’s efforts to arrest him.

I find such reaction paradoxical, and it makes one question where their loyalty and interests really lie.",['https://pbs.twimg.com/media/GP3PNICaYAAX4mt?format=jpg&name=large'],https://x.com/jaytaryela/status/1800823305781624853
NSC Press Release: Update on Philippine Maritime Security Operations,https://wpstransparency.ph/nsc-press-release-update-on-philippine-maritime-security-operations/,"June 8, 2024","NSC PRESS RELEASE08 June 2024Office of ADG Jonathan MalayaStrategic Communications Statement of the National Security AdviserSecretary Eduardo M. AñoManila, Philippines | 08 June 2024 We reaffirm our commitment to uphold our sovereign ...","Nonetheless, the Philippines remains open to dialogue and peaceful negotiations to resolve disputes in the entire South China Sea. However, such dialogue must be based on mutual respect and adherence to international law. We call on China to respect the arbitral ruling and to cease any actions that escalate tensions or undermine regional stability. We thank the international community for their continued support to our efforts towards a rules-based order in this vital maritime region.",['https://pbs.twimg.com/media/GPjWsXxbUAASoOW?format=jpg&name=large'],https://x.com/jaytaryela/status/1799424121639715032
Philippine Coast Guard and Navy Harassed by China Coast Guard During Humanitarian Medical Evacuation Mission,https://wpstransparency.ph/philippine-coast-guard-and-navy-harassed-by-china-coast-guard-during-humanitarian-medical-evacuation-mission/,"June 7, 2024","On May 19, 2024, in support of the Armed Forces of the Philippines, the Commandant of the Philippine Coast Guard, Admiral Ronnie Gil Gavan decisively deployed the High Speed Response ...","On May 19, 2024, in support of the Armed Forces of the Philippines, the Commandant of the Philippine Coast Guard, Admiral Ronnie Gil Gavan decisively deployed the High Speed Response Boat (HSRB) from Buliluyan Port to rendezvous with the Philippine Navy Rigid Hull Inflatable Boat (RHIB) carrying sick personnel for immediate medical evacuation.

During our attempt to bring the PCG HSRB alongside the PN RHIB at the rendezvous point, we were harassed by vessels and small boats from the China Coast Guard through blocking operations. Despite informing the Chinese Coast Guard via radio and public address system about the humanitarian nature of our mission for medical evacuation, they still engaged in dangerous maneuvers and even intentionally rammed the PN RHIB while transporting the sick personnel.

The barbaric and inhumane behavior displayed by the China Coast Guard has no place in our society. What should have been a simple medical evacuation operation was subjected to harassment, with the excessive deployment of two China Coast Guard vessels (21551 and 21555), two small boats, and two rubber boats. Their actions clearly demonstrated their intention to prevent the sick personnel from receiving the proper medical attention he urgently needed.

Despite the challenges posed by the interference from the CCG, the PN and PCG displayed remarkable cooperation, professionalism, and determination. They successfully outmaneuvered the numerous CCG assets and completed the transfer of the sick personnel, ensuring their safe arrival at Buliluyan Port.

At 1515H on 19 May 2024, the sick AFP personnel was transported to the nearest hospital and received immediate medical attention.",[],https://x.com/jaytaryela/status/1798871126346698767
"Statement of National Security Adviser Secretary Eduardo M. Año Manila, Philippines | 10 May 2024",https://wpstransparency.ph/statement-of-national-security-adviser-secretary-eduardo-m-ano-manila-philippines-10-may-2024/,"May 10, 2024","Statement of the National Security AdviserSecretary Eduardo M. AñoManila, Philippines | 10 May 2024 We join Secretary Gilberto Teodoro in his call for the Department of Foreign Affairs to take ...","Statement of the National Security AdviserSecretary Eduardo M. AñoManila, Philippines | 10 May 2024

We join Secretary Gilberto Teodoro in his call for the Department of Foreign Affairs to take appropriate actions against individuals in the Chinese Embassy who claim to have recorded an alleged phone conversation between a Chinese diplomat and a military official for violating Philippine laws, particularly the Anti-Wire Tapping Act, as well as for serious breaches of diplomatic protocols and conventions.

The Chinese Embassy’s repeated acts of engaging in and dissemination of disinformation, misinformation, and malinformation – now releasing spurious transcripts or recordings of purported conversations between officials of the host country – should not be allowed to pass unsanctioned or without serious penalty.

We emphasize that the unmistakable objective of the PRC embassy in its indiscriminate releasing of these falsehoods and smears have been, and continues to be, to sow discord, division, and disunity between and among the Filipino people.Without a doubt, these are serious breaches of the basic norms of international relations and diplomacy by the embassy.

Bypassing official and long established channels and protocols, talking to officials without the requisite authorities or bona fides, then maliciously claiming that alleged discussions should bind the PH government is farcical, foolish, and reckless.

Those individuals in the Chinese Embassy responsible for violating Philippine laws and the Vienna Convention on Diplomatic Relations and those responsible for these malign influence and interference operations must be removed from the country immediately.",['https://wpstransparency.ph/wp-content/uploads/2024/05/test-1-693x1024.png'],https://x.com/jaytaryela/status/1788790377371308336
National Security Adviser Secretary Eduardo M. Año Rejects Chinese Embassy’s Claim of a “New Model” or “Common Understanding,https://wpstransparency.ph/national-security-adviser-secretary-eduardo-m-ano-rejects-chinese-embassys-claim-of-a-new-model-or-common-understanding/,"May 5, 2024","Statement of the National Security AdviserSecretary Eduardo M. AñoManila, Philippines | 05 May 2024 The Chinese Embassy’s claim of a “new model” or “common understanding” is absolutely absurd, ludicrous, and preposterous. ...",,['https://wpstransparency.ph/wp-content/uploads/2024/05/test-617x1024.png'],
NTF WPS Condemns China’s Obstruction of Philippine Humanitarian Mission at Bajo De Masinloc,https://wpstransparency.ph/ntf-wps-condemns-chinas-obstruction-of-philippine-humanitarian-mission-at-bajo-de-masinloc/,"April 30, 2024",Statement of the NTF WPS Today is a sad day for Filipino fishermen. That China would go to great lengths to obstruct a Philippine humanitarian mission to assist our fishermen ...,"Statement of the NTF WPS

Today is a sad day for Filipino fishermen. That China would go to great lengths to obstruct a Philippine humanitarian mission to assist our fishermen in their fishing grounds is not only shocking but appalling.

Earlier today, China Coast Guard (CCG) and Chinese Maritime Militia (CMM) vessels harassed, blocked, water cannoned, rammed vessels of the Philippine Coast Guard (PCG) and the Bureau of Fisheries and Aquatic Resources (BFAR) enroute to Panatag Shoal (Bajo de Masinloc) to conduct a regular humanitarian and assistance mission to Filipino Fishing Boats in and around the area.

In line with the transparency policy in the West Philippine Sea (WPS), members of the press – local and foreign – are routinely invited to embed in these regular BFAR Humanitarian and Assistance Missions for fisherfolk throughout the WPS and our other maritime areas. Today, the embedded press on the PCG and BFAR vessels have not only witnessed but also experienced first-hand – alongside the determined PCG and BFAR personnel – the illegal, coercive, aggressive, and dangerous actions of the agents of the Chinese Communist Party (CCP) and their CCG and CMM.

At this time, both PCG and BFAR vessels have regrouped approximately twenty (20) nautical miles from Panatag Shoal (Bajo de Masinloc). They are conducting damage assessments and are reorganizing.

Initial reports from PCG and BFAR personnel onboard, as reflected by live media reports, indicate that the PCG vessel suffered some damage to a part of its superstructure from targeted high-pressure water cannoning by CCG vessels. As regards the BFAR vessel, it sustained damage to its HVAC, electrical, navigation, and radio systems and superficial hull damage as the vessel was subjected to at least eight (8) instances of targeted high-pressure water cannoning from CCG vessels and was rammed a total of three (3) times by both CCG and CMM vessels.

These latest demonstrations of China’s illegal and irresponsible behavior highlight their egregious disregard for the Philippines’ lawful exercise of its rights and entitlements in our own EEZ. Clearly, China has no regard for the welfare of our fishermen who only want to make a decent living in the WPS. China’s act of obstructing civilian ships carrying only supplies for our fishermen calls into question the sincerity of their call for dialogue and peaceful approaches to de-escalate the situation in the West Philippine Sea.

The Philippines will continue to act peacefully and responsibly, consistent with a rules-based international law, on the basis of UNCLOS and the valid and binding 2016 Arbitral Award. Peace and stability in the region cannot be achieved if countries, big or small, do not exercise due regard for the well-established and legally-settled rights of others.

The Philippines will not be deterred from pursuing legitimate and lawful activities in our maritime zones, including in BDM which is a vital source of livelihood for our fisherfolk.",['https://wpstransparency.ph/wp-content/uploads/2024/04/test-631x1024.png'],https://x.com/jaytaryela/status/1785266956423286822
Philippine Coast Guard and BFAR Vessel Harassed by China Coast Guard and Maritime Militia During Patrol Near Bajo De Masinloc,https://wpstransparency.ph/philippine-coast-guard-and-bfar-vessel-harassed-by-china-coast-guard-and-maritime-militia-during-patrol-near-bajo-de-masinloc/,"April 30, 2024","Yesterday, the Philippine Coast Guard vessel, BRP BAGACAY (MRRV-4410), and the Bureau of Fisheries and Aquatic Resources vessel, BRP BANKAW (MMOV-3004), were assigned to carry out a legitimate maritime patrol ...","Yesterday, the Philippine Coast Guard vessel, BRP BAGACAY (MRRV-4410), and the Bureau of Fisheries and Aquatic Resources vessel, BRP BANKAW (MMOV-3004), were assigned to carry out a legitimate maritime patrol in the waters near Bajo De Masinloc. The primary objective of this mission was to distribute fuel and food supplies, highlighting our commitment to supporting the fishermen in accordance with the President’s food security policy.

During the patrol, the Philippine vessels encountered dangerous maneuvers and obstruction from four China Coast Guard vessels and six Chinese Maritime Militia vessels. At approximately 09:53, when the BFAR vessel was about 12 nautical miles from BDM, CCG-3305 utilized its water cannon, directly hitting the starboard astern of the BFAR vessel. When the PCG vessel was approximately 1000 yards east-southeast of BDM, CCG-3105 and CCG-5303 employed their jet stream water cannons, targeting the PCG vessel from both sides, resulting in damage to the railing and canopy. This damage serves as evidence of the forceful water pressure used by the China Coast Guard in their harassment of the Philippine vessels.

It is important to note that the Chinese Coast Guard has once again installed a 380-meter floating barrier that covers the entire entrance of the shoal, effectively restricting access to the area.

Despite the harassment and provocative actions of the Chinese Coast Guard, both the PCG and BFAR vessels stood their ground and continued their maritime patrol. They were not deterred and will persist in carrying out their legitimate operations to support Filipino fishermen and ensure their safety.",[],https://x.com/jaytaryela/status/1785156281705373819
Statement on the G7 Foreign Ministers’ Communiqué on Addressing Global Challenges and Fostering Partnerships,https://wpstransparency.ph/statement-on-the-g7-foreign-ministers-communique-on-addressing-global-challenges-and-fostering-partnerships/,"April 21, 2024","STATEMENT ON THEG7 FOREIGN MINISTERS’ COMMUNIQUE ON ADDRESSING GLOBAL CHALLENGES, FOSTERING PARTNERSHIPS19 APRIL 2024 The Philippines welcomes the G7 Foreign Ministers’ reiteration of their collective commitment to the rule of ...","STATEMENT ON THEG7 FOREIGN MINISTERS’ COMMUNIQUE ON ADDRESSING GLOBAL CHALLENGES, FOSTERING PARTNERSHIPS19 APRIL 2024

The Philippines welcomes the G7 Foreign Ministers’ reiteration of their collective commitment to the rule of law and to the rules-based maritime order anchored on the 1982 United Nations Convention on the Law of the Sea (UNCLOS), as well as their commitment to sustainable and inclusive economic development as expressed in their “Statement on Addressing Global Challenges, Fostering Partnership” issued on 19 April 2024 in Capri, Italy.

The Philippines is firmly committed to UNCLOS and the binding Arbitral Award of 2016. Respect for international law, particularly for the recognized maritime entitlements of coastal states in the South China Sea and the freedom of navigation enjoyed by the international community, is essential to ensuring global prosperity, peace and stability. These are fundamental values that benefit not only the Indo-Pacific region, but the wider community of nations.

As such, we appreciate the G7’s support in rejecting China’s baseless and expansive claims, and their call for China to cease its illegal activities, particularly its use of coast guard and maritime militia in the South China Sea that engage in dangerous maneuvers and the use of water cannons against Philippine vessels. We duly note and appreciate the G7’s reaffirmation that the 2016 Arbitral Award is a significant milestone and a useful basis for the peaceful management and resolution of differences at sea.

The Philippines shares the G7’s vision of a stable and secure Indo-Pacific region, and stands firm against any actions that undermine international security and stability.

We want to see a South China Sea of peace, stability and prosperity, and the cessation of interference, obstruction and harassment of the Philippines’ legal activities within our recognized maritime entitlements.

The Philippines is keen to see an inclusive and economically dynamic Indo-Pacific that benefits the region’s peoples. We welcome the G7’s economic initiatives, particularly investments within the framework of the Partnership for Global Infrastructure and Investment, and its recognition of the strategic importance of the Luzon Economic Corridor in driving inclusive and sustainable development. We stand ready to cooperate with the G7 in its efforts to support economic growth in the Philippines and the Indo-Pacific.

Finally, the Philippines takes note of the various global challenges identified by the G7 statement and underscores its readiness to positively contribute to the collective efforts of the international community to address them.","['https://pbs.twimg.com/media/GLqHrO1bMAExOX0?format=jpg&name=medium', 'https://pbs.twimg.com/media/GLqHrOza8AA3X5h?format=jpg&name=medium']",https://x.com/jaytaryela/status/1781885790324408746
National Security Adviser Eduardo M. Año’s Statement on Maritime Developments,https://wpstransparency.ph/national-security-adviser-eduardo-m-anos-statement-on-maritime-developments/,"April 20, 2024","Statement of the National Security AdviserSecretary Eduardo M. AñoManila, Philippines | 20 April 2024 The persistent discourse about alleged, unsubstantiated or imaginary promises; of secret non-binding gentleman agreement or deals ...","Statement of the National Security AdviserSecretary Eduardo M. AñoManila, Philippines | 20 April 2024

The persistent discourse about alleged, unsubstantiated or imaginary promises; of secret non-binding gentleman agreement or deals has been used to create distractions, divisions, and conflict among our people.

The President has been very clear: This administration is not aware of any secret or gentleman agreement and if there was such done under a previous administration, the same has been rescinded.

Moreover, any such agreement, if proven to be true, are inimical to the national interest and the Constitution. If there is any such agreement, it is the responsibility of those responsible for it to explain it before the Filipino people but it is not and will never be binding upon this administration.

We call on all Filipinos to stand their ground and push back against these malign and corrosive narratives that seek to undermine the national interest. We should not fall into a trap which clearly seeks to sow division in our country and weaken our resolve in asserting our sovereignty, sovereign rights, and jurisdiction in the West Philippine Sea.",['https://pbs.twimg.com/media/GLlwsrWaYAAgeC5?format=jpg&name=large'],https://x.com/jaytaryela/status/1781579049263050819
China Coast Guard Engages in Provocative Actions Against Philippine Hydrographic Survey,https://wpstransparency.ph/china-coast-guard-engages-in-provocative-actions-against-philippine-hydrographic-survey/,"April 15, 2024","Since yesterday and continuing until now, the China Coast Guard vessel 5303 has persistently engaged in provocative actions and illegal monitoring of our ongoing hydrographic survey, which is situated 110.46 ...","Since yesterday and continuing until now, the China Coast Guard vessel 5303 has persistently engaged in provocative actions and illegal monitoring of our ongoing hydrographic survey, which is situated 110.46 nautical miles northwest off Bolinao, Pangasinan. Although they have not directly obstructed or interfered with our survey activities, this relentless behavior serves as undeniable evidence that the People’s Republic of China (PRC) is unhesitant in deploying its vessels within our Exclusive Economic Zone to intimidate and impede our legitimate operations, specifically in the field of marine scientific research.

This blatant disregard for our jurisdiction and sovereign rights directly refutes the false narratives that are being propagated by Pro-China trolls. These individuals falsely claim that our actions are intended to provoke China or that we deliberately seek to present ourselves as oppressed. Per the UN Convention on the Law of the Sea’s (UNCLOS) Part XIII, the Philippines has the exclusive right to regulate, authorize, and conduct marine scientific research in its own EEZ and Continental Shelf. It is crucial to emphasize that our ongoing hydrographic survey in the northern region fully aligns with this provision. As a nation, we have every right to conduct this survey without facing impediments from any other states.

Furthermore, it is noteworthy that despite the provocative presence of the China Coast Guard vessel, we have chosen not to respond with violence or aggression. Nevertheless, the government remains committed to advancing the rule of law in the West Philippine Sea and peace in the broader Indo-Pacific Region. The Philippines will not yield!","['https://pbs.twimg.com/media/GLMm0x5bwAAFcr9?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GLMm0x0bwAApswt?format=jpg&name=large']",https://x.com/jaytaryela/status/1779809055382573372
Philippine Coast Guard Condemns Harassment by Chinese Vessels at Rozul Reef,https://wpstransparency.ph/philippine-coast-guard-condemns-harassment-by-chinese-vessels-at-rozul-reef/,"April 6, 2024","While the Philippine Coast Guard vessel and the Bureau of Fisheries and Aquatic Resources were dropping floating aggregate device (payao) in the vicinity of Rozul Reef, the two Chinese Coast ...","While the Philippine Coast Guard vessel and the Bureau of Fisheries and Aquatic Resources were dropping floating aggregate device (payao) in the vicinity of Rozul Reef, the two Chinese Coast Guard vessels (21551 and 21556) who were the usual interdictors in the resupply operation in Ayungin Shoal arrived and started harassing the Filipino Fishing Boats who were voluntarily supporting the PCG-BFAR operation last 04 April.

The Chinese Coast Guard vessels went as far as pretending to man their water cannons and threatening the Filipino fishermen, demonstrating China’s unlawful behavior aimed at depriving the Filipinos of their rights to access the resources in our Exclusive Economic Zone. This aggressive action stems from China’s greed and unfounded claim that these waters belong to them based on their imaginary dashed line.

It is important to note that Rozul Reef falls within the Philippines’ EEZ since it is located at approximately 128 nautical miles away from Palawan.","['https://pbs.twimg.com/media/GKdF-UxaYAEgr2O?format=jpg&name=large', 'https://pbs.twimg.com/media/GKdF-UwbIAALGdg?format=jpg&name=medium']",https://x.com/jaytaryela/status/1776468459758702788
"Official Statement from the DFA Spokesperson | March 25, 2024",https://wpstransparency.ph/official-statement-from-the-dfa-spokesperson-march-25-2024/,"March 25, 2024","DEPARTMENT OF FOREIGN AFFAIRS REPUBLIC OF THE PHILIPPINES STATEMENT RELEASED BY THE DFA SPOKESPERSON25 MARCH 2024 The Department of Foreign Affairs summoned the Charge d’affaires, ai. of the Chinese Embassy ...","DEPARTMENT OF FOREIGN AFFAIRS REPUBLIC OF THE PHILIPPINES STATEMENT RELEASED BY THE DFA SPOKESPERSON25 MARCH 2024

The Department of Foreign Affairs summoned the Charge d’affaires, ai. of the Chinese Embassy this morning to convey the Philippines’ strong protest against the aggressive actions undertaken by the China Coast Guard and Chinese Maritime Militia against the rotation and resupply mission undertaken by the Philippines in Ayungin Shoal on 23 March 2024.

The Philippine Embassy in Beijing has also been instructed to lodge the same demarche with the Chinese Ministry of Foreign Affairs.

In these demarches, the Philippines stressed, among others, that China has no right to be in Ayungin Shoal, a low-tide elevation that lies within the Philippines exclusive economic zone and continental shelf in accordance with the 1982 UNCLOS and as affirmed by the 2016 Arbitral Award.

China’s continued interference with the Philippines’ routine and lawful activities in its own exclusive economic zone is unacceptable. It infringes upon the Philippines sovereign rights and jurisdiction. The Philippines demands that Chinese vessels leave the vicinity of Ayungin Shoal and the Philippine exclusive economic zone immediately.

The Philippines has made sincere efforts to implement the instruction of President Marcos and President Xi to lower tensions. China’s aggressive actions call into question its sincerity in lowering the tensions and promoting peace and stability in the South China Sea. Even as the Philippines continues to engage China in dialogue and diplomacy at the bilateral and multilateral levels, China’s aggressive actions contradict and put to waste ASEAN-China efforts to promote practical activities to foster peace and cooperation in the region.

The Philippines urges China to take the correct track of abiding by international law and respecting the legitimate rights of other states like the Philippines, and to cease and desist from its continued violation of international law, including the 1982 UNCLOS and the 2016 Arbitral Award.","['https://wpstransparency.ph/wp-content/uploads/2024/03/dfa.png', 'https://wpstransparency.ph/wp-content/uploads/2024/03/dfa-next.png']",https://x.com/jaytaryela/status/1772131387669422093
Statement of the National Task Force for the West Philippine Sea | 23 March 2024,https://wpstransparency.ph/statement-of-the-national-task-force-for-the-west-philippine-sea-23-march-2024/,"March 23, 2024","STATEMENT OF THENATIONAL TASK FORCE FOR THE WEST PHILIPPINE SEA23 March 2024, Manila, Philippines This morning, a routine rotation and resupply (RoRe) mission to BRP SIERRA MADRE (LS 57) at ...","STATEMENT OF THENATIONAL TASK FORCE FOR THE WEST PHILIPPINE SEA23 March 2024, Manila, Philippines

This morning, a routine rotation and resupply (RoRe) mission to BRP SIERRA MADRE (LS 57) at Ayungin Shoal was conducted by the Armed Forces of the Philippines (AFP) and the Philippine Coast Guard (PCG) to rotate in necessary personnel. China CoastGuard (CCG) and Chinese Maritime Militia (CMM) vessels once again harassed, blocked, deployed water cannons, and executed dangerous maneuvers against the routine RoRe mission that led to significant damage to the supply vessel and causedinjury to personnel.

From on or about 04:00 AM of 23 March 2024, CCG vessels working in tandem with CMM vessels acted recklessly and dangerously against PCG vessels and Unaizah May 4 (UM4). Their reckless and dangerous actions culminated with the water cannoning of UM4 causing severe damage to the vessel and injuries to Filipinos onboard. PCG vessels MRRV 4407 and 4409 broke through CCG and CCM attempts to obstruct themand provided immediate relief and assistance to the disabled UM4 and her crew. Injured crew were given medical attention aboard MRRV 4409.

To complete the RoRe mission, BRP SIERRA MADRE deployed RHIBs to UM4 to ferry personnel to be rotated in. CCG personnel were spotted attempting to continueattempts at obstructing and impeding the RoRe by placing a floating barrier at the northwestern entrance of the lagoon of Ayungin Shoal. Despite these repeated attempts by the CCG and CMM, the RoRe was accomplished on or about 11:59 AM with the RoRe contingent leaving the vicinity of Ayungin Shoal on or about 12:09 AM.PCG vessels are currently underway, with UM4 in tow, back to port.

The People’s Republic of China’s (PRC’s) latest acts of unprovoked aggression, coercion, and dangerous maneuvers against a legitimate and routine Philippine RoRe mission to Ayungin Shoal, have once again placed at risk, caused severe damage to property, and caused physical harm to Filipinos on board UM4. The systematic and consistent manner in which the PRC continues to carry out these illegal and irresponsible actions belies its hollow claims to peace, dialogue, and adherence to international law.

The National Security Adviser and Chairperson of the National Task Force for the West Philippine Sea (NTF-WPS) has requested the convening of a meeting on Monday with the Executive Secretary and the National Security Cluster for purposes of making recommendations to the President.

The actions of the agents of the PRC today in the waters of the Philippine Exclusive Economic Zone (EEZ) show to the Filipino people, the region, and the world that the PRC recognizes no reasonable or legal restraint nor limitation upon its actions under international law. The Philippines shall continue to act peacefully and responsibly, consistent with international law, particularly UNCLOS and the legally binding 2016 Arbitral Award. Peace and stability cannot be achieved without due regard for the legitimate, well-established, and legally settled rights of others.

The Philippines will not be deterred – by veiled threats or hostility – from exercising our legal rights over our maritime zones, including Ayungin Shoal which forms part of our EEZ and continental shelf. We demand that China demonstrate in deeds and not in words that it is a responsible and trustworthy member of the international community.",['https://wpstransparency.ph/wp-content/uploads/2024/11/test.png'],https://x.com/jaytaryela/status/1771434571613282331
PCG Reports Provocative Actions by Chinese Vessels Impeding MRRV 4409 in West Philippine Sea,https://wpstransparency.ph/pcg-reports-provocative-actions-by-chinese-vessels-impeding-mrrv-4409-in-west-philippine-sea/,"March 23, 2024","As of 0720H on March 23, 2024, the Philippine Coast Guard (PCG) vessel, MRRV 4409, has been impeded and encircled by one (1) China Coast Guard vessel with bow number ...","As of 0720H on March 23, 2024, the Philippine Coast Guard (PCG) vessel, MRRV 4409, has been impeded and encircled by one (1) China Coast Guard vessel with bow number 21551, along with two (2) China Maritime Militia Vessels (CMMV) bearing bow numbers 00036 and 00314. MRRV 4409 has been isolated from the resupply boat due to the irresponsible and provocative behavior of the Chinese maritime forces, who have shown a disregard for the Convention on the International Regulations for Preventing Collisions at Sea (COLREGS).",[],https://x.com/jaytaryela/status/1771327835740995788
BFAR and PCG Denounce False Claims by China Coast Guard on Marine Survey at Pag-asa Cays,https://wpstransparency.ph/bfar-and-pcg-denounce-false-claims-by-china-coast-guard-on-marine-survey-at-pag-asa-cays/,"March 22, 2024",The Bureau of Fisheries and Aquatic Resources (BFAR) and the Philippine Coast Guard (PCG) strongly refute the false narrative being peddled once again by the China Coast Guard (CCG) regarding ...,"The Bureau of Fisheries and Aquatic Resources (BFAR) and the Philippine Coast Guard (PCG) strongly refute the false narrative being peddled once again by the China Coast Guard (CCG) regarding the marine scientific resource assessment conducted by Filipino marine scientists at Pag-asa Cays 1 and 2.

Contrary to the CCG’s unfounded assertions and claims, the marine scientific resource assessment was successfully conducted by Filipino marine scientists and personnel, despite the illegal presence and intimidation tactics employed by CCG vessel 5204, which came as close as 100 meters to the BFAR vessel.

It is important to highlight that the actions of the BFAR and PCG in conducting marine scientific research in these waters are fully in accordance with the provisions of the United Nations Convention on the Law of the Sea (UNCLOS). The cays and their surrounding waters, which are within the territorial sea of Pag-asa Island, form part of the Philippine national territory. The presence of the CCG and Chinese Maritime Militia vessels in the area is a clear infringement of the Philippines’ territorial sovereignty.

Both the BFAR and PCG are committed to upholding the rule of law and will continue to protect the rights and interests of the Philippines in accordance with international law.

The maritime scientific resource assessment aims to contribute to the understanding and sustainable management of the Philippine marine resources in the area.","['https://pbs.twimg.com/media/GJQ2LsrasAAqpw-?format=jpg&name=large', 'https://pbs.twimg.com/media/GJQ2LthbIAAdhoB?format=jpg&name=large', 'https://pbs.twimg.com/media/GJQ2LssbUAAPhYc?format=jpg&name=900x900']",https://x.com/jaytaryela/status/1771110333689860181
DFA Responds to Chinese Foreign Ministry Remarks on West Philippine Sea,https://wpstransparency.ph/dfa-responds-to-chinese-foreign-ministry-remarks-on-west-philippine-sea/,"March 18, 2024",Department of Foreign Affairs Statement on the Remarks of the Chinese Foreign Ministry Spokesperson 17 March 2024 – The 14 March 2024 statement of the spokesperson of the Foreign Ministry ...,"Department of Foreign Affairs Statement on the Remarks of the Chinese Foreign Ministry Spokesperson

17 March 2024 – The 14 March 2024 statement of the spokesperson of the Foreign Ministry of China on the supposed historic rights and sweeping claims of China on the South China Sea is baseless and misleading.

The Philippines has long had sovereignty and exercised administrative control over Bajo de Masinloc, as well as various features west of Palawan which now form the Kalayaan Island Group. These features appeared and were clearly identified in the administrative maps of the Philippines during the Spanish colonial period, including the 1734 Murillo Velarde Map of the Philippines.

As has been settled by the 2016 Arbitral Award, China’s claims to historic rights, or other sovereign rights or jurisdiction beyond the limits of the maritime entitlements provided by the UN Convention on the Law of the Sea (UNCLOS), are without legal effect.

The Philippines maintains a firm stand against misguided claims and irresponsible actions that violate Philippine sovereignty, sovereign rights, and jurisdiction in its own maritime domain. The Philippines has never used the South China Sea issue to heighten tensions, mislead the international community, or undermine peace and stability in the region.

The Philippines urges China to reconsider its unfounded positions and claims.",['https://pbs.twimg.com/media/GI4DteoawAAbG0f?format=jpg&name=large'],https://x.com/jaytaryela/status/1769534381063061833
Statement of the National Task Force-West Philippine Sea,https://wpstransparency.ph/statement-of-the-national-task-force-west-philippine-sea/,"March 5, 2024","Statement of the National Task Force-West Philippine Sea This morning, China Coast Guard (CCG) and Chinese Maritime Militia (CMM) vessels harassed, blocked, deployed water cannons, and executed dangerous maneuvers in ...","Statement of the National Task Force-West Philippine Sea

This morning, China Coast Guard (CCG) and Chinese Maritime Militia (CMM) vessels harassed, blocked, deployed water cannons, and executed dangerous maneuvers in another attempt to illegally impede or obstruct a routine resupply and rotation mission to BRP SIERRA MADRE (LS 57) at Ayungin Shoal.

At approximately 0632H CCG vessel 21555 executed dangerous blocking maneuvers against Philippine Coast Guard (PCG) vessel MRRV 4407, which caused a minor collision resulting in superficial structural damage to the hull of the PCG vessel.

At 0815H, one CCG vessel caused a minor collision with Unaizah May 4 (UM4) due to its dangerous blocking maneuvers. CCG vessels 21555 and 21551 deployed water cannons simultaneously against the supply boat UM4. The use of water cannons by the CCG vessels shattered the wind shield of UM4, causing minor injuries to at least four (4) personnel on board. At 0936H, the injured personnel were treated by Philippine Coast Guard personnel from MRRV.

Due to the damage and injuries to the vessel and crew, UM4 proceeded back to mainland Palawan under escort of MRRV 4407.

At 0930H, Unaizah May 1 (UM1) successfully docked with LS57 and began its resupply. It concluded its resupply and departed BRP SIERRA MADRE at 1054H.

Once again, China’s latest unprovoked acts of coercion and dangerous maneuvers against a legitimate and routine Philippine rotation and resupply mission to Ayungin Shoal, have put the lives of our people at risk and caused actual injury to Filipinos on board UM4. The systematic and consistent manner in which the People’s Republic of China carries out these illegal and irresponsible actions puts into question the sincerity of its calls for peaceful dialogue and lessening of tensions.

The Philippines, for its part, continues to act peacefully and responsibly, consistent with international law, particularly UNCLOS and the legally binding 2016 Arbitral Award. Peace and stability cannot be achieved without due regard for the legitimate, well-established, and legally settled rights of others.

The Philippines will not be deterred from exercising our legal rights over our maritime zones, including Ayungin Shoal which forms part of our Exclusive Economic Zone and continental shelf. We demand that China demonstrate that it is a responsible and trustworthy member of the international community.",[],https://x.com/jaytaryela/status/1764902394381643825
